zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
400705,Industrials,1127,"One Point One Solutions Limited offers business process management services in India. The company provides customer center services, such as customer care, debt management and collections, and sales and leads generation services. It also offers back office services, including email management, content management and updates, web chats, and social media management services. In addition, the company provides business solutions, such as workflow management and capacity modelling, speech analytics, business process automation, and quality monitoring services. Further, it offers finance and accounting services, including financial reporting, bank reconciliation, and accounts receivables and payable management services. The company serves banking and financial, telecom, insurance, consumer durables and FMCG, e-commerce, retail, and travel and hospitality industries. One Point One Solutions Limited was incorporated in 2008 and is based in Navi Mumbai, India.",Navi Mumbai,91 22 6165 6363,India,[],https://www.1point1.in,1,"C-42, TTC Industrial Area",Specialty Business Services,"MIDC, Pawane Village",-0.00468,0.01126,0.32576,,0.07,-0.00723,-6032000,,none,253510000,,,12.9,,,,,,228.605,,,16971000,959905984,1289392000,0.09,INR,6.882,,,NSI,ONE POINT ONE SOLU,One Point One Solutions Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ONEPOINT.NS,finmb_417484499,in_market,,2.625,,-561.145,6.5583673,,,,188060992,,,,2.279,,,,1617148800,,14518000,0.077,0.013333,0.05508423,5.660377,,1680220800,,1640908800,,,,0.869273,3384829184,2,,1642464000,5:1,,1568246400,,,1.8814967,,,,,,,,0,,,12.75,12.5,8.744383,0,0,,13.25,,341959,12.75,12.214,0,12.5,,341959,,,,1568246400,,,12.45,INR,167.53247,396117,,,,2425986816,,,382650,12.45,0.0,,396117,14.75,,,1.406666,0,False,,,13.25,12.9,,https://logo.clearbit.com/1point1.in
110070,Energy,28479,"Oil and Natural Gas Corporation Limited explores for, develops, and produces crude oil and natural gas in India and internationally. It operates through two segments, Exploration and Production, and Refining & Marketing. The company also engages in the refining and marketing of petroleum products; transportation of oil and natural gas; and production of liquefied petroleum gas, ethane/propane, naphtha, superior kerosene oil, low sulphur high stock, aviation turbine fuel, mineral turpentine oil, and high speed diesel. In addition, it generates electric power through 726.6 megawatts (MW) gas based power project in Tripura; 51 MW wind power project in Bhuj, Gujarat; and 102 MW wind power project in Jaisalmer, Rajasthan, as well as generates solar power through a total installed capacity of 31 MW. The company was incorporated in 1993 and is based in New Delhi, India.",New Delhi,91 11 2675 4073,India,[],https://www.ongcindia.com,1,Deendayal Urja Bhawan,Oil & Gas Integrated,"Plot No. 5A- 5B, Nelson Mandela Road Vasant Kunj",0.15113,0.10238,0.20361,,0.453,0.10018,655089270784,150,buy,657356450000,,215,173.95,3.138,,,26,214,45.655,,300,121639100416,1230478770176,4334476066816,9.67,INR,344.587,,1.9,NSI,OIL & NATURAL GAS,Oil and Natural Gas Corporation Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ONGC.NS,finmb_882940,in_market,,0.811,,5.366,0.6909268,,40.53,,12580299776,,,,197.162,,,,1617148800,0.22282,443759886336,35.279,1.75,0.05508423,0.8822694,0.70715,1680220800,,1640908800,,,3683914831,0.968042,3515338981376,2,,1481760000,3:2,,1645401600,,3.136,0.5048691,,0.15,,4.2918825,,,,0,,,168.9,171.4,147.5105,0.05387804,0.2579,,174.85,,19307647,168.9,169.215,9.1,171.4,,19307647,,,7.25,1645401600,,,170.7,INR,4.9306955,23458303,,,,2188343115776,,,27758619,170.7,0.0,0,23458303,194.95,,4.04,101.6,0,False,0.0416,0,174.85,173.95,,https://logo.clearbit.com/ongcindia.com
560100,Communication Services,686,"OnMobile Global Limited provides telecom value added services in India and internationally. It offers apps and services under the ONMO brand name; and carrier services, such as ring back tones, videos, contests, and games. The company was formerly known as OnMobile Asia Pacific Private limited and changed its name to OnMobile Global Limited in August 2007. OnMobile Global Limited was incorporated in 2000 and is headquartered in Bengaluru, India.",Bengaluru,91 80 4009 6000,India,[],https://www.onmobile.com,1,Tower # 1 94/1 C & 94/2,Telecom Services,"Veerasandra Village Attibele Hobli, Anekal Taluk Electronic City, Phase-1",0.08332,0.08173,0.46877998,,-0.047,0.07829,435817504,109,buy,2654140000,,109,161.95,-0.248,,,1,109,1.106,,109,1778499968,69600000,5230929920,16.93,INR,49.942,,2,NSI,ONMOBILE GLOBAL LT,OnMobile Global Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ONMOBILE.NS,finmb_139634,in_market,,2.929,,35.151,0.7018373,,,,105602000,,,,59.157,,,,1617148800,0.00189,427550016,4.022,1.5,0.05508423,2.7376304,0.57657003,1680220800,,1640908800,,,46007957,1.074123,15319411712,2,,1304380800,2:1,,1632182400,,-0.23,3.2704678,,,,,,,,0,,,166.55,167.75,122.36325,0.009006305,0.3722,,169.75,,4023948,166.55,129.213,1.5,167.75,,4023948,,,1.5,1632182400,,,133.35,INR,40.266037,2544207,,,,17107588096,,,2553284,133.35,0.0,0,2544207,175.3,,3.35,94.2,0,False,0.0093,0,169.75,161.95,,https://logo.clearbit.com/onmobile.com
400018,Technology,2000,"Onward Technologies Limited provides mechanical engineering design and IT consulting services in India and internationally. The company offers product engineering, manufacturing engineering, mechanical engineering, simulation engineering, value engineering, and embedded and electronics engineering, as well as engineering change management services; electrical and electronics solutions; and technical publications. It also provides digital transformation solutions comprising digital engineering and manufacturing, data management and analytics, big data and cloud, data science and advanced analytics, IIoT, automation, application development, artificial intelligence and machine learning, and managed services for analytical ecosystems. In addition, the company offers mobile and enterprise software development, robotic business process automation, and enterprise managed services for infrastructure, applications, and databases. It primarily serves automotive and mobility, mining, hi tech, industrial and heavy equipment, medical technology and healthcare, pharma and life sciences, rail transportation, and aerospace industries. The company was incorporated in 1991 and is based in Mumbai, India. Onward Technologies Limited is a subsidiary of Onward Network Technologies Private Limited.",Mumbai,91 22 2492 6570,India,[],https://www.onwardgroup.com,1,Sterling Centre,Information Technology Services,2nd Floor Dr. Annie Besant Road Worli,0.02461,0.07908,0.21445,,0.336,0.013040001,70406752,,none,486295000,,,384.5,0.813,,,,,9.142,,,513983008,102918000,2861296896,26.832,INR,164.91,,,NSI,ONWARD TECHNO,Onward Technologies Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ONWARDTEC.NS,finmb_10525107,in_market,,2.445,,99.37,2.5011318,,,,22067100,,,,64.052,,,,1617148800,0,226276992,12.521,3,0.05508423,6.002935,0.65007,1680220800,,1640908800,,,13265678,0.779849,6996321792,2,,,,,1625616000,,1.116,2.9753394,,,,,,,,0,,,391.55,391.55,278.48376,0,0.24190001,,398.95,,40833,391.55,347.394,0,391.55,,40833,,,3,1625616000,,,384.5,INR,30.70841,11368,,,,8513329664,,,43737,384.5,0.0,0,11368,429.5,,1.63,103.7,0,False,0.0078,0,398.95,384.5,,https://logo.clearbit.com/onwardgroup.com
201307,Technology,72,"Optiemus Infracom Limited engages in the trading of mobile handset and mobile accessories in India and internationally. The company also engages in the manufacture of mobile phones and tempered glass. In addition, it operates Biddr, a hotel booking platform; MadForNails, a platform to provide personalized nails; 87 multi-brand telecom retail stores under the Mobiliti World name; and 135 telecom stores under the UniverCell name. The company was formerly known as Akanksha Cellular Limited and changed its name to Optiemus Infracom Limited in June 2011. Optiemus Infracom Limited was incorporated in 1993 and is based in Noida, India.",Noida,91 12 0240 6307,India,[],https://www.optiemus.com,1,"D-348, Sector-63",Electronics & Computer Distribution,,-0.22562,0.26124,0.05797,,2.195,-0.22913,-840249984,,none,142800000,,,363,,,,,,10.561,,,313100000,348500000,3724100096,3.649,INR,42.183,,,NSI,OPTIEMUS INFRACOM,Optiemus Infracom Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OPTIEMUS.NS,finmb_20386713,in_market,,8.451,,-37.456,2.0419261,,,,85814200,,,,36.722,,,,1617148800,0,43900000,11.02,,0.05508423,9.885082,0.81835,1680220800,,1640908800,,,13276313,1.28806,31472519168,2,,,,,,,,8.364586,,,,,,,,0,,,351.65,368,281.0555,0,0,,372.3,,347746,351.65,298.861,0,368,,347746,,,,,,,357.95,INR,32.94011,671492,,,,31150555136,,,220526,357.95,0.0,0,671492,407.65,,,114.25,0,False,,0,372.3,363,,https://logo.clearbit.com/optiemus.com
560100,Healthcare,,"Opto Circuits (India) Limited manufactures and trades in invasive and non-invasive medical equipment in India and internationally. It operates through Sensors, Monitors, and Others segments. The company offers data management and connectivity products that connect to hospital information systems, electronic medical records, and other information systems; defibrillation systems to detect and identify arrhythmias; non-invasive vascular diagnostic systems to detect peripheral arterial disease; and respiratory and anesthesia monitoring products to identify and quantify inspired and expired CO2, O2, and N2O. It also provides non-invasive reusable and disposable sensors, extension and adapter cables, neo wraps, Y tapes, and Water Traps and ComfortCuffs, as well as batteries, defibrillation pads, electrodes, doppler probes, and other accessories and consumables; veterinary care products to diagnose, measure, and monitor parameters on animals; and vital signs patient monitoring equipment to measure and display a patient's vital signs. In addition, the company offers cardiac stents; catheters and related disposable products in the fields of urology, gastroenterology, and gynecology; PTA balloons to decrease the stimulus of chronic inflammation and the trigger for late thrombosis; and orthopedic implants, as well as surgical consumables, such as endernails and wound suction drainage systems. Further, it offers education and training, technical support, and professional services, as well as turnkey solutions in specialty ambulances, modular operation theatres, and cathlabs; and services in information technology, global positioning systems, and electronic design automation. The company serves physicians, general practitioners and specialists, clinics, and hospitals. Opto Circuits (India) Limited was founded in 1992 and is headquartered in Bengaluru, India.",Bengaluru,91 80 2852 1040,India,[],https://www.optoindia.com,1,"Plot No 83, Electronics City",Medical Devices,First Floor,-0.16361,-1.1793,0.5362,,-0.368,-0.17836,-178175024,64,none,1048656404,,64,2.3,,,,1,64,,,64,38495000,10408168448,1089005824,0.128,INR,3.625,,,NSI,OPTO CIRCUITS IND,Opto Circuits (India) Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OPTOCIRCUI.NS,finmb_8926530,in_market,,10.066,,-61.526,-0.43209875,,,,300625984,,,,-8.446,,,,1585612800,0.0105,-1284260992,-4.275,3,0.05508423,,0.27991,1648684800,,1609372800,,,216895700,1.793608,10962325504,4,,1332979200,13:10,,1348185600,,,0.64596915,,,,,,,,0,,,2.3,2.2,3.16925,0,0,,2.3,,130043,2.3,2.593,0,2.2,,130043,,,,1348185600,,,2.1,INR,,736670,,,,703464192,,,55698,2.1,0.0,0,736670,5.7,,,2.1,0,False,,0,2.3,2.3,,https://logo.clearbit.com/optoindia.com
400020,Consumer Cyclical,344,"Orbit Exports Limited manufactures and sells novelty fabrics, ribbons, and made-ups in India. The company operates in two segments, Manufacturing of Textile and Renewable Source of Energy. It offers faux silk fabrics, fashion Jaquards, and Christmas crafts. The company also exports its products to the United States, Latin America, Africa, Europe, and the Middle East. Orbit Exports Limited was incorporated in 1983 and is headquartered in Mumbai, India.",Mumbai,91 22 6625 6262,India,[],https://www.orbitexports.com,1,"122, Mistry Bhavan",Textile Manufacturing,"2nd Floor Dinshaw Wachha Road Near K.C. College, Churchgate",0.21452999,0.13391,0.65129,,0.789,0.13515,226613248,177,buy,410908000,,177,133,4.146,,,1,177,26.493,,177,299463008,485643008,1056312000,10.936,INR,38.788,,2,NSI,ORBIT EXPORTS LTD,Orbit Exports Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ORBTEXP.NS,finmb_20951894,in_market,,3.632,,16.929,1.359292,,9.41,,27383100,,,,66.943,,,,1617148800,0,141452000,5.193,3,0.05508423,1.9867648,0.84001,1680220800,,1640908800,,,4381017,0.098535,3836342528,2,,1487030400,2:1,,1584316800,,4.089,3.4516778,,,,14.133901,,,,0,,,127.1,128,89.5485,0,0,,137.3,,81113,127.1,121.648,0,128,,81113,,,,1584316800,,,126.05,INR,25.6114,154810,,,,3646048768,,,264863,126.05,0.0,0,154810,147.7,,,55.55,0,False,,0,137.3,133,,https://logo.clearbit.com/orbitexports.com
600034,Healthcare,1136,"Orchid Pharma Limited, a pharmaceutical company, engages in the development, manufacture, and marketing of bulk actives, formulations, and nutraceuticals in India. Its active pharmaceutical ingredients product portfolio includes oral cephalosporins, injectable cephalosporins, veterinary products, and non-antibiotics. The company also provides anti-infectives, anti-inflammatory, central nervous system, cardiovascular segment, nutraceuticals, and other oral and sterile products, as well as offers new drug discovery systems and pharmaceutical research and development services. It also exports its products to approximately 40 countries internationally. The company was formerly known as Orchid Chemicals & Pharmaceuticals Limited and changed its name to Orchid Pharma Limited in October 2015. Orchid Pharma Limited was incorporated in 1992 and is headquartered in Chennai, India. Orchid Pharma Limited is a subsidiary of Dhanuka Laboratories Limited.",Chennai,91 44 2821 1000,India,[],https://www.orchidpharma.com,1,Orchid Towers,Drug Manufacturers—Specialty & Generic,"No. 313, Valluvarkottam High Road Nungambakkam",0.1511,-0.0401,0.39585,,0.57,-0.05274,757011520,,none,2087630000,,,402,,,,,,44.761,,,205716992,3013519872,5009847808,5.045,INR,123.103,,,NSI,Orchid Pharma Limited,Orchid Pharma Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ORCHPHARMA.NS,finmb_130680,in_market,,3.832,,25.359,-0.7344586,,,,40816400,,,,164.899,,,,1617148800,0.024500001,-591998976,-4.937,3,0.05508423,2.437856,0.91734004,1680220800,,1640908800,,,3182012,,19196958720,2,,1564012800,1:218,,1347494400,,,3.275188,,,,,,,,0,,,387.7,392,409.2075,0,0,,409.7,,65672,387.7,310.188,0,392,,65672,,,,1347494400,,,392.0,INR,,20465,,,,16408193024,,,29967,392.0,0.0,,20465,1747.85,,,265.0,0,False,,,409.7,402,,https://logo.clearbit.com/orchidpharma.com
400018,Consumer Cyclical,443,"Oricon Enterprises Limited engages in the real estate, marine logistics, packaging, and petrochemicals businesses in India and internationally. It is involved in marine logistics, including lighterage, stevedoring, and logistics for dry cargos, such as coal, petcoke, polypropylene polymer, cent, clinter, steel plates, salt, sugar, etc.; the manufacturing and marketing packaging products, such as metal and plastic closures; and manufacture and sale of petrochemicals, including mixed pentane and heptane for industrial applications. The company also develops a land parcel and school, and re-develops the Oricon House at Worli, Mumbai, as well as operates ports in Gujarat, Maharashtra, and Goa. In addition, it provides warehousing services; and operates as a clearing agent. The company was formerly known as Oriental Containers Ltd. Oricon Enterprises Limited was incorporated in 1968 and is based in Mumbai, India.",Mumbai,91 22 4366 2200,India,[],https://www.oriconenterprises.com,1,"1076, Dr. E. Moses Road",Packaging & Containers,P. B. No. 6584 Worli,0.06151,0.17086,0.51905996,,-0.311,-0.01757,429527264,,none,3569932000,,,35.9,-0.622,,,,,19.649,,,3782518016,2417050112,6982895104,24.982,INR,45.208,,,NSI,ORICON ENTERPRISES,Oricon Enterprises Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ORICONENT.NS,finmb_20357628,in_market,,0.794,,12.909,0.9726776,,,,157048000,,,,68.439,,,,1617148800,0.01273,1387707008,7.724,0.5,0.05508423,0.5245547,0.73901004,1680220800,,1640908800,,,10042836,1.058588,5544614912,2,,,,,1631491200,,-0.639,0.8074049,,,,,,,,0,,,36.1,36.75,33.63175,0,0.059499998,,36.75,,276526,36.1,35.265,0,36.75,,276526,,,0.5,1631491200,,,35.7,INR,4.647851,126472,,,,5638023680,,,317668,35.7,0.0,0,126472,45.0,,,17.9,0,False,0.0139,0,36.75,35.9,,https://logo.clearbit.com/oriconenterprises.com
400001,Basic Materials,259,"Orient Abrasives Limited produces and trades in aluminum refractories and monolithic products in India. The company operates through two segments, Alumina Refactories & Monolithics Products & Bauxite Ores; and Power Generation. It offers various aluminous raw materials, including brown fused alumina, white fused alumina, pink fused alumina, white fused mullite, fused zirconia mullite, fused alumina-magnesia spinnel, calcined bauxite, high alumina refractory cement, and calcined bauxite aggregates to the grinding wheel and refractory manufacturers. The company also provides monolithics, including conventional and LC castables, conventional dense castables, low cement castables, and refractory mortars; and ceramic proppants. In addition, it generates and sells wind power to state power distribution companies in Rajasthan and Karnataka. The company also exports its products. Orient Abrasives Limited was incorporated in 1971 and is headquartered in Mumbai, India.",Mumbai,91 22 6665 1700,India,[],https://www.orientabrasives.com,1,Jeevan Udyog Building,Specialty Chemicals,"2nd Floor 278, Dr D.N. Road Fort",0.07912,0.02625,0.5279,,-0.47,0.03798,219475504,,none,1633658000,,,32.4,-0.75,,,,,11.371,,,122380000,277553984,2773794048,1.058,INR,23.168,,,NSI,ORIENT ABRASIVES,Orient Abrasives Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ORIENTABRA.NS,finmb_20357630,in_market,,1.405,,17.762,0.55155873,,,,119639000,,,,20.56,,,,1617148800,0.03622,72817000,0.608,0.15,0.05508423,1.5758756,0.76198995,1680220800,,1640908800,,,37356175,0.600088,3898428416,2,,1250035200,2:1,,1631664000,,-0.758,1.4039564,,,,,,,,0,,,31.8,32.35,29.672,0,0.2459,,33.0,,220349,31.8,29.653,0,32.35,,220349,,,0.15,1631664000,,,31.0,INR,53.28948,319457,,,,3894285824,,,311207,31.0,0.0,0,319457,40.45,,0.93,20.55,0,False,0.0046,0,33.0,32.4,,https://logo.clearbit.com/orientabrasives.com
